case ID,turn count,resource,new,Sitter
voip-8efef4eae9-20130325_230851,24,S,A,A|assert
voip-8efef4eae9-20130325_230851,24,S,A,A|assert
voip-8efef4eae9-20130325_230851,24,U,Feedback,U|be contented
voip-8efef4eae9-20130325_230851,25,S,A,A|assert
voip-8efef4eae9-20130325_230851,25,U,Bye,U|bye*
voip-8efef4eae9-20130325_234241,0,S,Request,A|offer
voip-8efef4eae9-20130325_234241,0,U,Query,U|request
voip-8efef4eae9-20130325_234241,1,S,Request,A|offer
voip-8efef4eae9-20130325_234241,1,U,Query,U|request
voip-8efef4eae9-20130325_234241,2,S,Request,A|offer
voip-8efef4eae9-20130325_234241,2,U,Query,U|request
voip-8efef4eae9-20130325_234241,3,S,Answer,A|reject
voip-8efef4eae9-20130325_234241,4,S,Answer,A|reject
voip-8efef4eae9-20130325_234241,5,S,Answer,A|reject
voip-8efef4eae9-20130325_234241,5,U,Query,U|request
voip-8efef4eae9-20130325_234241,6,S,Answer,A|reject
voip-8efef4eae9-20130325_234241,6,U,Query,U|request
voip-8efef4eae9-20130325_234241,7,S,A,A|assert
voip-8efef4eae9-20130325_234241,7,S,A,A|assert
voip-8efef4eae9-20130325_234241,7,S,A,A|assert
voip-8efef4eae9-20130325_234241,7,S,A,A|assert
voip-8efef4eae9-20130325_234241,8,S,A,A|assert
voip-8efef4eae9-20130325_234241,8,S,A,A|assert
voip-8efef4eae9-20130325_234241,8,S,A,A|assert
voip-8efef4eae9-20130325_234241,8,U,Query,U|request
voip-8efef4eae9-20130325_234241,9,S,A,A|assert
voip-8efef4eae9-20130325_234241,9,S,A,A|assert
voip-8efef4eae9-20130325_234241,9,U,Query,U|request
voip-8efef4eae9-20130325_234241,10,S,A,A|assert
voip-8efef4eae9-20130325_234241,10,S,A,A|assert
voip-8efef4eae9-20130325_234241,10,U,Bye,U|bye*
voip-8efef4eae9-20130325_234031,0,S,Request,A|offer
voip-8efef4eae9-20130325_234031,0,U,Query,U|request
voip-8efef4eae9-20130325_234031,1,S,Request,A|offer
voip-8efef4eae9-20130325_234031,1,U,Query,U|request
voip-8efef4eae9-20130325_234031,2,S,Request,A|offer
voip-8efef4eae9-20130325_234031,2,U,Bye,U|bye*
voip-8efef4eae9-20130325_232205,0,S,Request,A|offer
voip-8efef4eae9-20130325_232205,0,U,Query,U|request
voip-8efef4eae9-20130325_232205,1,S,Request,A|offer
voip-8efef4eae9-20130325_232205,1,U,Query,U|request
voip-8efef4eae9-20130325_232205,2,S,A,A|assert
voip-8efef4eae9-20130325_232205,2,S,A,A|assert
voip-8efef4eae9-20130325_232205,2,S,A,A|assert
voip-8efef4eae9-20130325_232205,2,U,Query,U|request
voip-8efef4eae9-20130325_232205,3,S,A,A|assert
voip-8efef4eae9-20130325_232205,3,S,A,A|assert
voip-8efef4eae9-20130325_232205,4,S,Request,A|offer
voip-8efef4eae9-20130325_232205,5,S,Request,A|offer
voip-8efef4eae9-20130325_232205,5,U,Bye,U|bye*
voip-db80a9e6df-20130328_230519,0,S,Request,A|offer
voip-db80a9e6df-20130328_230519,0,U,Query,U|request
voip-db80a9e6df-20130328_230519,1,S,Answer,A|reject
voip-db80a9e6df-20130328_230519,1,U,Query,U|request
voip-db80a9e6df-20130328_230519,2,S,Answer,A|reject
voip-db80a9e6df-20130328_230519,2,U,Query,U|request
voip-db80a9e6df-20130328_230519,3,S,Request,A|request*
voip-db80a9e6df-20130328_230519,4,S,Answer,A|reject
voip-db80a9e6df-20130328_230519,4,U,Query,U|request
voip-db80a9e6df-20130328_230519,5,S,A,A|assert
voip-db80a9e6df-20130328_230519,5,S,A,A|assert
voip-db80a9e6df-20130328_230519,5,U,Query,U|request
voip-db80a9e6df-20130328_230519,6,S,A,A|assert
voip-db80a9e6df-20130328_230519,6,S,A,A|assert
voip-db80a9e6df-20130328_230519,6,U,Bye,U|bye*
voip-db80a9e6df-20130328_232414,0,S,Request,A|offer
voip-db80a9e6df-20130328_232414,0,U,Query,U|request
voip-db80a9e6df-20130328_232414,1,S,A,A|assert
voip-db80a9e6df-20130328_232414,1,S,A,A|assert
voip-db80a9e6df-20130328_232414,1,U,Query,U|request
voip-db80a9e6df-20130328_232414,2,S,A,A|assert
voip-db80a9e6df-20130328_232414,2,S,A,A|assert
voip-db80a9e6df-20130328_232414,2,U,Query,U|request
voip-db80a9e6df-20130328_232414,3,S,A,A|assert
voip-db80a9e6df-20130328_232414,3,S,A,A|assert
voip-db80a9e6df-20130328_232414,3,U,Bye,U|bye*
voip-db80a9e6df-20130328_233633,0,S,Request,A|offer
voip-db80a9e6df-20130328_233633,0,U,Query,U|request
voip-db80a9e6df-20130328_233633,0,U,Query,U|request
voip-db80a9e6df-20130328_233633,1,S,A,A|assert
voip-db80a9e6df-20130328_233633,1,S,A,A|assert
voip-db80a9e6df-20130328_233633,1,S,A,A|assert
voip-db80a9e6df-20130328_233633,1,U,Query,U|request
voip-db80a9e6df-20130328_233633,2,S,A,A|assert
voip-db80a9e6df-20130328_233633,2,S,A,A|assert
voip-db80a9e6df-20130328_233633,2,U,Query,U|request
voip-db80a9e6df-20130328_233633,3,S,A,A|assert
voip-db80a9e6df-20130328_233633,3,S,A,A|assert
voip-db80a9e6df-20130328_233633,3,U,Bye,U|bye*
voip-db80a9e6df-20130328_230354,0,S,Request,A|offer
voip-db80a9e6df-20130328_230354,1,S,Request,A|offer
voip-db80a9e6df-20130328_230354,1,U,Query,U|request
voip-db80a9e6df-20130328_230354,1,U,Query,U|request
voip-db80a9e6df-20130328_230354,2,S,Answer,A|reject
voip-db80a9e6df-20130328_230354,2,U,Query,U|request
voip-db80a9e6df-20130328_230354,2,U,Query,U|request
voip-db80a9e6df-20130328_230354,2,U,Query,U|request
voip-db80a9e6df-20130328_230354,3,S,A,A|assert
voip-db80a9e6df-20130328_230354,3,S,A,A|assert
voip-db80a9e6df-20130328_230354,3,U,Query,U|request
voip-db80a9e6df-20130328_230354,4,S,Request,A|offer
voip-db80a9e6df-20130328_230354,4,U,Query,U|request
voip-db80a9e6df-20130328_230354,5,S,Request,A|offer
voip-db80a9e6df-20130328_230354,5,U,Query,U|request
voip-db80a9e6df-20130328_230354,6,S,A,A|assert
voip-db80a9e6df-20130328_230354,6,S,A,A|assert
voip-db80a9e6df-20130328_230354,6,S,A,A|assert
voip-db80a9e6df-20130328_230354,6,U,Query,U|request
voip-db80a9e6df-20130328_230354,7,S,A,A|assert
voip-db80a9e6df-20130328_230354,7,S,A,A|assert
voip-db80a9e6df-20130328_230354,7,U,Bye,U|bye*
voip-db80a9e6df-20130328_230211,0,S,Request,A|offer
voip-db80a9e6df-20130328_230211,0,U,Query,U|request
voip-db80a9e6df-20130328_230211,0,U,Query,U|request
voip-db80a9e6df-20130328_230211,1,S,Request,A|offer
voip-db80a9e6df-20130328_230211,2,S,A,A|assert
voip-db80a9e6df-20130328_230211,2,S,A,A|assert
voip-db80a9e6df-20130328_230211,2,S,A,A|assert
voip-db80a9e6df-20130328_230211,2,U,Query,U|request
voip-db80a9e6df-20130328_230211,3,S,A,A|assert
voip-db80a9e6df-20130328_230211,3,S,A,A|assert
voip-db80a9e6df-20130328_230211,3,S,A,A|assert
voip-db80a9e6df-20130328_230211,3,U,Query,U|request
voip-db80a9e6df-20130328_230211,4,S,A,A|assert
voip-db80a9e6df-20130328_230211,4,S,A,A|assert
voip-db80a9e6df-20130328_230211,4,U,Query,U|request
voip-db80a9e6df-20130328_230211,5,S,A,A|assert
voip-db80a9e6df-20130328_230211,5,S,A,A|assert
voip-db80a9e6df-20130328_230211,5,U,Bye,U|bye*
voip-db80a9e6df-20130328_231959,0,S,Request,A|offer
voip-db80a9e6df-20130328_231959,1,S,Request,A|offer
voip-db80a9e6df-20130328_231959,1,U,Query,U|request
voip-db80a9e6df-20130328_231959,2,S,Request,A|offer
voip-db80a9e6df-20130328_231959,2,U,Query,U|request
voip-db80a9e6df-20130328_231959,3,S,Request,A|offer
voip-db80a9e6df-20130328_231959,3,U,Query,U|request
voip-db80a9e6df-20130328_231959,3,U,Query,U|request
voip-db80a9e6df-20130328_231959,4,S,A,A|assert
voip-db80a9e6df-20130328_231959,4,S,A,A|assert
voip-db80a9e6df-20130328_231959,4,S,A,A|assert
voip-db80a9e6df-20130328_231959,5,S,A,A|assert
voip-db80a9e6df-20130328_231959,5,S,A,A|assert
voip-db80a9e6df-20130328_231959,5,S,A,A|assert
voip-db80a9e6df-20130328_231959,5,U,Query,U|request
voip-db80a9e6df-20130328_231959,6,S,A,A|assert
voip-db80a9e6df-20130328_231959,6,S,A,A|assert
voip-db80a9e6df-20130328_231959,6,U,Bye,U|bye*
voip-db80a9e6df-20130328_230014,0,S,Request,A|offer
voip-db80a9e6df-20130328_230014,1,S,Request,A|offer
voip-db80a9e6df-20130328_230014,1,U,Query,U|request
voip-db80a9e6df-20130328_230014,2,S,A,A|assert
voip-db80a9e6df-20130328_230014,2,S,A,A|assert
voip-db80a9e6df-20130328_230014,2,U,Query,U|request
voip-db80a9e6df-20130328_230014,3,S,Answer,A|reject
voip-db80a9e6df-20130328_230014,3,U,Query,U|request
voip-db80a9e6df-20130328_230014,3,U,Query,U|request
voip-db80a9e6df-20130328_230014,4,S,A,A|assert
voip-db80a9e6df-20130328_230014,4,S,A,A|assert
voip-db80a9e6df-20130328_230014,4,S,A,A|assert
voip-db80a9e6df-20130328_230014,4,U,Query,U|request
voip-db80a9e6df-20130328_230014,5,S,A,A|assert
voip-db80a9e6df-20130328_230014,5,S,A,A|assert
voip-db80a9e6df-20130328_230014,5,U,Query,U|request
voip-db80a9e6df-20130328_230014,6,S,A,A|assert
voip-db80a9e6df-20130328_230014,6,S,A,A|assert
voip-db80a9e6df-20130328_230014,6,U,Bye,U|bye*
voip-db80a9e6df-20130328_230811,0,S,Request,A|offer
voip-db80a9e6df-20130328_230811,0,U,Hello,U|hello*
voip-db80a9e6df-20130328_230811,0,U,Query,U|request
voip-db80a9e6df-20130328_230811,0,U,Query,U|request
voip-db80a9e6df-20130328_230811,1,S,Request,A|offer
voip-db80a9e6df-20130328_230811,1,U,Query,U|request
voip-db80a9e6df-20130328_230811,2,S,A,A|assert
voip-db80a9e6df-20130328_230811,2,S,A,A|assert
voip-db80a9e6df-20130328_230811,2,S,A,A|assert
voip-db80a9e6df-20130328_230811,3,S,A,A|assert
voip-db80a9e6df-20130328_230811,3,S,A,A|assert
voip-db80a9e6df-20130328_230811,3,S,A,A|assert
voip-db80a9e6df-20130328_230811,3,U,Query,U|request
voip-db80a9e6df-20130328_230811,4,S,A,A|assert
voip-db80a9e6df-20130328_230811,4,S,A,A|assert
voip-db80a9e6df-20130328_230811,4,U,Bye,U|bye*
voip-db80a9e6df-20130328_231545,0,S,Request,A|offer
voip-db80a9e6df-20130328_231545,0,U,Hello,U|hello*
voip-db80a9e6df-20130328_231545,0,U,Query,U|request
voip-db80a9e6df-20130328_231545,1,S,Request,A|offer
voip-db80a9e6df-20130328_231545,2,S,Request,A|offer
voip-db80a9e6df-20130328_231545,2,U,Query,U|request
voip-db80a9e6df-20130328_231545,3,S,Request,A|offer
voip-db80a9e6df-20130328_231545,4,S,A,A|assert
voip-db80a9e6df-20130328_231545,4,S,A,A|assert
voip-db80a9e6df-20130328_231545,4,U,Query,U|request
voip-db80a9e6df-20130328_231545,5,S,A,A|assert
voip-db80a9e6df-20130328_231545,5,U,Query,U|request
voip-db80a9e6df-20130328_231545,6,S,A,A|assert
voip-db80a9e6df-20130328_231545,6,S,A,A|assert
voip-db80a9e6df-20130328_231545,6,U,Query,U|request
voip-db80a9e6df-20130328_231545,7,S,A,A|assert
voip-db80a9e6df-20130328_231545,7,S,A,A|assert
voip-db80a9e6df-20130328_231545,7,U,Query,U|request
voip-db80a9e6df-20130328_231545,8,S,A,A|assert
voip-db80a9e6df-20130328_231545,9,S,A,A|assert
voip-db80a9e6df-20130328_231545,10,S,A,A|assert
voip-db80a9e6df-20130328_231545,11,S,A,A|assert
voip-db80a9e6df-20130328_231545,11,S,A,A|assert
voip-db80a9e6df-20130328_231545,11,U,Query,U|request
voip-db80a9e6df-20130328_231545,12,S,A,A|assert
voip-db80a9e6df-20130328_231545,12,S,A,A|assert
voip-db80a9e6df-20130328_231545,12,U,Query,U|request
voip-db80a9e6df-20130328_231545,13,S,A,A|assert
voip-db80a9e6df-20130328_231545,13,S,A,A|assert
voip-db80a9e6df-20130328_231545,13,U,Query,U|request
voip-db80a9e6df-20130328_231545,14,S,A,A|assert
voip-db80a9e6df-20130328_231545,14,S,A,A|assert
voip-db80a9e6df-20130328_231545,14,U,Query,U|request
voip-db80a9e6df-20130328_231545,15,S,A,A|assert
voip-db80a9e6df-20130328_231545,15,S,A,A|assert
voip-db80a9e6df-20130328_231545,15,U,Bye,U|bye*
voip-db80a9e6df-20130328_234234,0,S,Request,A|offer
voip-db80a9e6df-20130328_234234,0,U,Query,U|request
voip-db80a9e6df-20130328_234234,0,U,Query,U|request
voip-db80a9e6df-20130328_234234,1,S,Request,A|offer
voip-db80a9e6df-20130328_234234,1,U,Query,U|request
voip-db80a9e6df-20130328_234234,2,S,A,A|assert
voip-db80a9e6df-20130328_234234,2,S,A,A|assert
voip-db80a9e6df-20130328_234234,2,S,A,A|assert
voip-db80a9e6df-20130328_234234,2,U,Query,U|request
voip-db80a9e6df-20130328_234234,3,S,A,A|assert
voip-db80a9e6df-20130328_234234,3,S,A,A|assert
voip-db80a9e6df-20130328_234234,3,S,A,A|assert
voip-db80a9e6df-20130328_234234,3,U,Query,U|request
voip-db80a9e6df-20130328_234234,4,S,A,A|assert
voip-db80a9e6df-20130328_234234,4,S,A,A|assert
voip-db80a9e6df-20130328_234234,4,U,Query,U|request
voip-db80a9e6df-20130328_234234,5,S,A,A|assert
voip-db80a9e6df-20130328_234234,5,S,A,A|assert
voip-db80a9e6df-20130328_234234,5,U,Bye,U|bye*
voip-db80a9e6df-20130328_231320,0,S,Request,A|offer
voip-db80a9e6df-20130328_231320,0,U,Query,U|request
voip-db80a9e6df-20130328_231320,0,U,Query,U|request
voip-db80a9e6df-20130328_231320,1,S,A,A|assert
voip-db80a9e6df-20130328_231320,1,S,A,A|assert
voip-db80a9e6df-20130328_231320,1,S,A,A|assert
voip-db80a9e6df-20130328_231320,1,U,Query,U|request
voip-db80a9e6df-20130328_231320,2,S,A,A|assert
voip-db80a9e6df-20130328_231320,2,S,A,A|assert
voip-db80a9e6df-20130328_231320,2,U,Query,U|request
voip-db80a9e6df-20130328_231320,3,S,A,A|assert
voip-db80a9e6df-20130328_231320,3,S,A,A|assert
voip-db80a9e6df-20130328_231320,3,U,Query,U|request
voip-db80a9e6df-20130328_231320,4,S,A,A|assert
voip-db80a9e6df-20130328_231320,4,S,A,A|assert
voip-db80a9e6df-20130328_231320,4,U,Query,U|request
voip-db80a9e6df-20130328_231320,5,S,A,A|assert
voip-db80a9e6df-20130328_231320,5,S,A,A|assert
voip-db80a9e6df-20130328_231320,5,U,Bye,U|bye*
voip-597cfafdee-20130402_005639,0,S,Request,A|offer
voip-597cfafdee-20130402_005639,0,U,Query,U|request
voip-597cfafdee-20130402_005639,0,U,Query,U|request
voip-597cfafdee-20130402_005639,1,S,A,A|assert
voip-597cfafdee-20130402_005639,1,S,A,A|assert
voip-597cfafdee-20130402_005639,1,S,A,A|assert
voip-597cfafdee-20130402_005639,1,U,Query,U|request
voip-597cfafdee-20130402_005639,1,U,Query,U|request
voip-597cfafdee-20130402_005639,2,S,A,A|assert
voip-597cfafdee-20130402_005639,2,S,A,A|assert
voip-597cfafdee-20130402_005639,2,U,Bye,U|bye*
voip-597cfafdee-20130328_230830,0,S,Request,A|offer
voip-597cfafdee-20130328_230830,1,S,Request,A|offer
voip-597cfafdee-20130328_230830,1,U,Query,U|request
voip-597cfafdee-20130328_230830,2,S,Request,A|request*
voip-597cfafdee-20130328_230830,2,U,Feedback,U|accept
voip-597cfafdee-20130328_230830,3,S,Request,A|offer
voip-597cfafdee-20130328_230830,4,S,Request,A|offer
voip-597cfafdee-20130328_230830,4,U,Feedback,U|accept
voip-597cfafdee-20130328_230830,5,S,Request,A|offer
voip-597cfafdee-20130328_230830,6,S,Request,A|offer
voip-597cfafdee-20130328_230830,6,U,Query,U|request
voip-597cfafdee-20130328_230830,7,S,Request,A|request*
voip-597cfafdee-20130328_230830,7,U,Feedback,U|accept
voip-597cfafdee-20130328_230830,8,S,A,A|assert
voip-597cfafdee-20130328_230830,8,S,A,A|assert
voip-597cfafdee-20130328_230830,8,S,A,A|assert
voip-597cfafdee-20130328_230830,8,U,Query,U|request
voip-597cfafdee-20130328_230830,9,S,A,A|assert
voip-597cfafdee-20130328_230830,9,S,A,A|assert
voip-597cfafdee-20130328_230830,9,U,Query,U|request
voip-597cfafdee-20130328_230830,10,S,A,A|assert
voip-597cfafdee-20130328_230830,10,S,A,A|assert
voip-597cfafdee-20130328_230830,10,U,Bye,U|bye*
voip-597cfafdee-20130402_004903,0,S,Request,A|offer
voip-597cfafdee-20130402_004903,0,U,Query,U|request
voip-597cfafdee-20130402_004903,1,S,Answer,A|reject
voip-597cfafdee-20130402_004903,1,U,Query,U|request
voip-597cfafdee-20130402_004903,2,S,Answer,A|reject
voip-597cfafdee-20130402_004903,2,U,Query,U|request
voip-597cfafdee-20130402_004903,3,S,Answer,A|reject
voip-597cfafdee-20130402_004903,4,S,Answer,A|reject
voip-597cfafdee-20130402_004903,4,U,Query,U|request
voip-597cfafdee-20130402_004903,5,S,Answer,A|reject
voip-597cfafdee-20130402_004903,6,S,Answer,A|reject
voip-597cfafdee-20130402_004903,6,U,Query,U|request
voip-597cfafdee-20130402_004903,7,S,Answer,A|reject
voip-597cfafdee-20130402_004903,8,S,Answer,A|reject
voip-597cfafdee-20130402_004903,9,S,Answer,A|reject
voip-597cfafdee-20130402_004903,9,U,Bye,U|bye*
voip-597cfafdee-20130402_005048,0,S,Request,A|offer
voip-597cfafdee-20130402_005048,0,U,Query,U|request
voip-597cfafdee-20130402_005048,1,S,A,A|assert
voip-597cfafdee-20130402_005048,1,S,A,A|assert
voip-597cfafdee-20130402_005048,1,U,Query,U|request
voip-597cfafdee-20130402_005048,2,S,A,A|assert
voip-597cfafdee-20130402_005048,2,S,A,A|assert
voip-597cfafdee-20130402_005048,2,U,Query,U|request
voip-597cfafdee-20130402_005048,3,S,A,A|assert
voip-597cfafdee-20130402_005048,3,S,A,A|assert
voip-597cfafdee-20130402_005048,3,U,Bye,U|bye*
voip-597cfafdee-20130402_011624,0,S,Request,A|offer
voip-597cfafdee-20130402_011624,1,S,Request,A|offer
voip-597cfafdee-20130402_011624,1,U,Query,U|request
voip-597cfafdee-20130402_011624,2,S,A,A|assert
voip-597cfafdee-20130402_011624,2,S,A,A|assert
voip-597cfafdee-20130402_011624,2,U,Query,U|request
voip-597cfafdee-20130402_011624,3,S,Answer,A|reject
voip-597cfafdee-20130402_011624,3,U,Query,U|request
voip-597cfafdee-20130402_011624,4,S,Request,A|offer
voip-597cfafdee-20130402_011624,4,U,Query,U|request
voip-597cfafdee-20130402_011624,4,U,Query,U|request
voip-597cfafdee-20130402_011624,5,S,A,A|assert
voip-597cfafdee-20130402_011624,5,S,A,A|assert
voip-597cfafdee-20130402_011624,5,S,A,A|assert
voip-597cfafdee-20130402_011624,5,U,Query,U|request
voip-597cfafdee-20130402_011624,6,S,A,A|assert
voip-597cfafdee-20130402_011624,6,S,A,A|assert
voip-597cfafdee-20130402_011624,6,U,Query,U|request
voip-597cfafdee-20130402_011624,7,S,A,A|assert
voip-597cfafdee-20130402_011624,7,S,A,A|assert
voip-597cfafdee-20130402_011624,7,U,Bye,U|bye*
